88,24
90,24
91,25
93,25
94,26
96,27
97,28
98,29
99,31
100,32
101,33
100,34
99,35
99,36
100,38
101,39
102,41
102,42
103,43
104,44
106,45
107,46
107,47
107,49
105,48
104,48
102,47
101,47
99,46
98,47
96,48
95,49
94,50
93,51
93,53
93,55
93,56
95,56
96,57
98,58
99,59
98,61
98,62
97,64
96,65
96,67
95,68
94,69
95,71
97,70
98,69
99,70
99,72
97,72
96,73
94,74
93,75
91,76
92,77
92,78
94,79
95,80
96,81
98,82
99,82
100,82
100,83
99,85
100,86
99,87
98,88
97,89
96,91
96,92
96,93
96,95
95,97
96,98
96,100
97,101
98,103
98,104
99,105
101,107
102,107
104,106
105,107
106,108
108,109
108,110
110,111
111,111
112,112
112,114
112,116
112,117
112,119
112,121
110,122
109,123
108,124
106,125
105,126
104,126
102,127
100,127
99,128
97,128
96,130
95,131
94,132
93,134
92,135
90,135
89,135
87,135
85,135
84,134
82,133
81,133
79,132
78,131
77,130
76,129
75,127
74,126
72,125
71,124
70,123
69,122
67,122
66,123
65,125
64,126
62,126
61,127
59,127
58,127
56,126
55,125
54,123
56,123
57,122
59,121
60,120
61,120
59,120
57,120
56,119
55,118
53,117
52,115
51,115
50,115
48,116
47,116
45,117
43,117
42,118
41,119
39,120
38,121
37,122
36,124
34,124
32,124
31,123
30,122
29,120
28,119
27,119
25,119
24,119
23,118
21,116
20,115
20,115
22,115
23,115
25,115
26,114
27,112
28,111
27,110
26,109
24,108
23,108
21,108
20,108
21,107
22,105
23,105
25,104
26,103
27,102
27,100
28,99
29,99
31,100
32,100
34,100
35,99
37,98
38,97
39,96
40,95
42,94
43,94
45,94
47,93
48,93
49,92
51,91
52,90
54,89
55,88
56,87
58,86
59,85
60,84
61,83
62,81
62,80
63,78
63,76
63,75
64,73
64,72
64,70
63,69
63,67
62,65
63,64
64,63
65,62
66,60
64,60
63,59
62,58
62,56
62,55
62,53
61,52
59,51
58,51
56,50
54,51
53,51
51,52
50,53
49,54
49,56
47,56
46,56
44,56
42,56
41,56
40,56
40,54
41,53
42,51
43,50
44,49
45,48
47,47
48,46
49,45
51,44
52,43
53,42
54,40
54,39
53,38
51,37
50,36
49,35
48,34
47,33
46,32
44,30
43,29
42,28
43,27
43,25
45,24
46,23
47,21
48,21
50,20
52,20
53,20
54,21
55,22
56,23
57,25
58,26
59,27
61,27
62,27
64,28
65,28
67,29
68,29
69,27
70,26
71,25
73,25
74,26
76,27
77,27
79,28
80,27
82,27
83,26
85,25
86,25
