163,98
165,100
167,101
169,102
171,102
170,100
169,98
168,96
170,97
173,98
175,99
177,97
179,95
180,93
181,91
181,89
183,87
185,86
187,87
189,88
190,86
192,85
192,82
191,81
189,81
187,80
188,77
188,75
188,72
188,70
187,68
190,68
190,70
191,72
191,75
192,77
192,80
195,80
195,77
195,75
195,72
194,70
194,67
193,65
192,62
191,61
189,61
186,61
184,62
182,63
179,65
179,64
180,61
182,60
184,58
186,57
188,55
187,54
185,52
183,51
182,49
180,47
179,45
177,42
177,40
176,38
176,35
176,33
176,30
173,29
171,29
169,28
166,28
164,27
161,27
159,28
157,29
154,30
152,31
150,32
147,31
145,30
143,30
144,27
142,26
140,24
138,23
136,21
134,20
132,20
130,20
132,22
133,24
133,25
131,24
128,24
126,25
124,26
124,29
125,31
125,33
126,36
126,38
124,40
122,42
122,41
122,39
123,36
124,34
124,32
123,29
122,27
121,25
118,26
118,28
119,31
119,32
117,30
116,28
114,28
114,30
113,32
112,31
110,29
108,29
107,31
105,32
103,33
100,32
99,34
97,36
96,38
94,40
92,41
90,43
92,44
93,46
95,48
96,49
93,50
91,50
91,52
92,54
92,55
89,55
87,55
84,56
83,58
81,60
83,62
85,63
86,64
89,63
91,63
92,65
94,65
96,64
98,63
101,63
103,63
104,64
102,66
101,68
99,70
97,72
95,73
93,74
91,75
89,77
87,78
86,80
89,80
90,81
89,84
89,86
88,88
85,87
83,87
81,86
78,85
76,84
74,83
73,85
71,87
70,89
68,88
66,86
64,85
62,83
60,83
57,82
55,82
52,82
50,81
47,81
45,81
46,82
48,84
48,84
45,84
43,84
40,83
38,83
37,85
35,87
36,89
38,89
40,89
40,92
40,94
41,95
43,94
44,94
44,96
43,99
43,101
41,101
39,101
36,100
34,99
32,101
30,102
33,102
35,103
38,103
39,105
40,107
42,107
45,107
47,107
50,106
52,106
52,109
53,111
55,113
52,113
50,113
47,113
45,114
43,114
43,116
44,119
43,121
41,122
39,123
37,124
35,125
33,127
33,129
34,132
34,134
37,134
39,134
42,134
44,134
45,136
45,139
45,140
48,139
50,138
52,137
53,138
53,141
52,143
54,144
57,144
59,144
62,144
64,144
67,144
69,144
72,144
74,144
75,146
76,148
74,149
72,149
69,149
67,150
64,150
63,152
63,154
62,157
61,159
60,161
59,164
58,166
57,168
56,170
54,172
52,174
50,175
48,177
46,178
44,180
43,181
45,180
48,180
50,179
53,179
55,179
58,179
60,179
63,179
65,179
67,177
69,176
71,174
72,172
74,171
75,173
77,175
79,176
77,177
75,178
73,178
70,179
68,180
66,181
63,181
61,182
58,182
56,182
53,183
51,183
51,185
50,187
48,188
45,189
43,190
41,191
41,192
44,194
45,195
44,197
43,200
42,200
40,199
38,197
36,195
36,197
36,200
35,200
33,199
31,198
29,199
27,201
26,203
24,205
23,207
21,209
21,210
23,209
26,209
28,209
31,208
33,208
36,208
38,207
41,207
43,206
45,206
43,207
41,208
39,210
37,211
34,212
32,213
30,214
30,217
29,219
27,220
25,221
26,223
27,226
29,225
31,224
32,222
33,224
34,227
35,228
38,227
40,226
42,225
45,224
47,223
49,222
52,221
50,222
49,224
47,225
45,227
43,229
41,230
39,232
37,233
35,234
33,235
30,236
32,237
35,237
37,237
39,236
42,235
44,234
46,232
49,231
51,231
53,231
56,231
57,231
55,232
52,233
50,234
48,235
46,236
48,237
50,237
52,237
50,239
49,242
48,244
50,243
52,242
54,241
56,240
59,239
59,241
61,242
63,242
66,242
68,241
69,239
71,237
73,237
75,238
77,239
79,237
81,237
84,237
85,235
87,234
89,234
90,232
92,230
94,230
96,229
98,228
97,226
96,223
95,221
97,221
99,222
101,223
101,225
103,224
106,223
108,222
111,222
113,221
114,219
114,217
116,217
119,216
121,215
123,214
125,213
123,211
122,210
124,209
127,208
129,208
131,207
134,206
136,206
139,206
141,206
143,205
143,202
144,200
145,201
146,204
148,203
149,201
151,199
153,198
151,200
150,202
152,203
154,203
157,203
159,203
162,204
164,203
166,202
168,201
166,199
165,197
163,195
165,193
166,191
167,189
169,187
170,185
171,183
172,180
172,178
172,175
173,173
174,171
175,168
176,166
177,164
178,161
178,159
176,157
176,155
175,152
175,150
175,148
174,145
173,143
172,140
171,138
170,136
172,136
174,136
176,136
175,134
174,131
175,129
175,127
175,124
173,122
172,121
170,119
168,117
168,114
168,112
168,109
167,107
166,105
165,103
164,100
