87,92
87,92
88,93
88,93
89,93
89,94
90,94
90,94
90,95
91,95
91,95
92,96
92,96
93,96
93,96
94,96
94,96
95,96
95,96
95,96
95,95
95,95
95,94
94,94
94,93
94,93
94,92
93,92
93,91
93,91
93,91
92,90
92,90
92,90
93,90
93,90
94,91
94,91
95,91
95,91
96,92
96,92
97,92
97,92
97,93
98,93
98,93
99,92
99,92
100,92
100,91
100,91
101,91
101,90
102,90
102,90
103,89
103,89
103,89
104,88
104,88
104,87
104,87
105,86
105,86
105,85
105,85
105,84
105,84
105,83
105,83
105,82
106,82
106,82
107,81
107,81
107,81
108,80
108,80
109,80
109,80
110,80
110,80
110,81
111,81
111,81
112,82
112,82
112,82
113,82
113,82
114,81
114,81
114,81
115,80
115,80
115,79
116,79
116,79
116,78
116,77
116,77
116,76
116,76
116,75
116,75
116,75
115,75
115,75
114,75
114,75
113,75
112,75
112,75
111,75
111,74
111,74
111,73
111,73
112,72
112,72
112,71
112,71
112,70
112,70
112,69
112,69
112,68
112,68
112,67
112,67
112,66
112,66
112,65
112,64
112,64
111,63
111,63
111,62
111,62
111,62
112,62
112,62
113,62
113,62
114,62
114,62
114,63
114,63
114,64
114,65
114,65
114,66
114,66
115,67
115,67
115,68
115,68
115,69
115,69
115,70
115,70
115,71
116,71
116,72
116,72
116,73
116,73
116,74
117,74
118,74
118,74
119,74
119,73
119,73
119,72
119,72
119,71
119,71
119,70
119,70
119,69
119,68
119,68
119,67
119,67
119,66
119,66
118,65
118,65
118,64
118,64
118,63
118,63
118,62
118,62
117,61
117,61
117,60
117,60
117,59
117,59
117,58
117,58
116,57
116,56
116,56
116,55
116,55
115,55
115,55
114,55
114,55
113,55
113,55
112,55
112,55
111,55
111,55
110,55
109,55
109,55
108,56
108,56
107,56
107,56
107,57
106,57
106,57
105,57
105,58
104,58
104,58
103,59
103,59
103,59
103,58
103,58
103,57
103,57
103,56
104,56
104,55
104,55
105,55
105,54
105,54
106,54
106,53
107,53
107,53
108,52
108,52
109,52
109,51
109,51
110,51
110,51
111,50
111,50
112,50
112,49
112,49
112,49
112,48
111,48
111,48
110,47
110,47
110,47
109,46
109,46
108,46
108,45
108,45
107,45
107,44
106,44
106,43
106,43
106,42
105,42
105,42
105,41
104,41
104,40
104,40
103,39
103,39
103,38
103,38
102,38
102,37
102,37
101,36
101,36
101,35
101,35
101,34
101,34
101,33
101,33
100,32
100,32
100,31
100,31
99,30
99,30
99,29
99,29
98,28
98,28
98,27
98,27
97,26
97,26
97,25
97,25
97,24
97,24
96,24
96,24
95,24
95,24
94,24
94,24
93,24
93,24
92,24
92,24
91,24
91,23
90,23
90,23
89,23
89,22
88,22
88,22
87,22
87,22
86,21
86,21
85,21
85,21
84,22
84,22
83,22
83,22
82,22
82,22
81,23
81,23
80,23
80,23
79,23
79,24
78,24
78,24
77,24
77,25
76,25
76,25
75,25
75,25
74,26
74,26
73,26
73,26
72,26
72,25
71,25
71,25
70,25
70,25
69,24
69,24
68,24
68,24
67,24
67,24
66,23
66,23
66,22
65,22
65,22
65,21
64,21
64,20
64,20
63,20
63,20
63,20
62,21
62,21
61,21
61,22
60,22
60,22
60,23
59,23
59,23
58,24
58,24
58,24
57,25
57,25
56,25
56,26
55,26
55,26
55,27
54,27
54,28
54,28
53,29
53,29
53,29
52,30
52,30
52,31
51,31
51,32
51,32
50,32
50,33
50,33
49,34
49,34
49,34
48,35
48,35
48,36
47,36
47,37
47,37
46,37
46,38
46,38
46,39
45,39
45,40
45,40
44,41
44,41
44,42
44,42
43,42
43,43
43,43
42,44
42,44
42,45
42,45
41,46
41,46
41,47
40,47
40,47
39,47
39,47
38,47
38,48
37,48
37,48
36,48
36,48
35,48
35,48
34,48
34,48
33,48
33,49
32,49
32,49
31,49
30,49
30,49
30,50
30,50
30,51
29,51
29,52
29,52
29,53
29,53
29,54
29,54
29,55
29,55
29,56
29,56
29,57
29,57
29,58
29,59
29,59
29,60
29,60
29,61
30,61
30,62
30,62
30,63
30,63
30,64
29,64
29,64
28,65
28,65
27,65
27,65
